"#Data was processed in Genespring 11.5.1.  Note filtering was not the same for CSM data as for YPD data, so number of probes differs.  Also, fold changes are NOT log2."																							
	"gal11-myc med3? vs BY4741, YPD"				"gal11? med3? vs BY4741, YPD"					"gal11-myc med3? vs BY4741, CSM"					"gal11? med3? vs BY4741, CSM"					"BY4741 vs BY4742, YPD"			
Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change		Probe Set ID	p-value	Corrected p-value	Fold change
AFFX-Scv2-r2-Ec-bioB-3_at	0.34743288	0.59312856	-1.1222001		AFFX-Scv2-r2-Ec-bioB-M_at	0.5080008	0.6865281	-1.0914041		AFFX-Scv2-TrpnX-M_at	0.91748345	0.9562071	1.0146301		AFFX-Scv2-TrpnX-M_at	0.9119629	0.96270585	-1.019538		AFFX-Scv2-r2-Ec-bioB-3_at	0.2436502	0.56915617	1.1316726
AFFX-Scv2-r2-Bs-thr-M_s_at	0.19266838	0.43647823	1.4866464		AFFX-Scv2-r2-Ec-bioB-5_at	0.21138039	0.41104764	-1.1747857		AFFX-Scv2-TrpnX-5_at	0.25357595	0.44833365	-1.131373		AFFX-Scv2-TrpnX-5_at	0.4136047	0.6578244	-1.0743904		AFFX-Scv2-r2-Bs-thr-M_s_at	0.3161265	0.62498176	1.2053376
AFFX-Scv2-r2-Bs-thr-5_s_at	0.20955214	0.45562068	1.5214537		AFFX-Scv2-r2-Ec-bioB-3_at	0.2417459	0.44641894	-1.1707351		AFFX-Scv2-TrpnX-3_at	0.8420294	0.91196203	-1.0370554		AFFX-Scv2-TrpnX-3_at	0.40083706	0.64502245	-1.1633236		AFFX-Scv2-r2-Bs-thr-5_s_at	0.19807936	0.5341477	1.3512745
AFFX-Scv2-r2-Bs-thr-3_s_at	0.28748664	0.5360284	1.3932256		AFFX-Scv2-r2-Bs-thr-M_s_at	0.28887734	0.49408332	1.3491838		AFFX-Scv2-r2-P1-cre-5_s_at	0.09496257	0.22862986	1.0388771		AFFX-Scv2-r2-P1-cre-5_s_at	0.2425887	0.49413034	1.034307		AFFX-Scv2-r2-Bs-thr-3_s_at	0.20799991	0.5399769	1.3295093
AFFX-Scv2-r2-Bs-phe-M_at	0.19893025	0.4434536	1.53018		AFFX-Scv2-r2-Bs-thr-5_s_at	0.7094668	0.8313919	1.1271404		AFFX-Scv2-r2-P1-cre-3_s_at	0.011487969	0.043818682	1.0632217		AFFX-Scv2-r2-P1-cre-3_s_at	0.7268644	0.8695319	-1.0578834		AFFX-Scv2-r2-Bs-phe-M_at	0.14163695	0.5070126	1.338412
AFFX-Scv2-r2-Bs-phe-5_at	0.1394587	0.36730725	1.6472944		AFFX-Scv2-r2-Bs-thr-3_s_at	0.53503776	0.70776534	1.2024807		AFFX-Scv2-r2-Ec-bioD-5_at	0.524385	0.69909465	-1.0214881		AFFX-Scv2-r2-Ec-bioD-5_at	0.7273318	0.8699376	-1.0182021		AFFX-Scv2-r2-Bs-phe-5_at	0.15787403	0.5128796	1.295699
AFFX-Scv2-r2-Bs-phe-3_at	0.22427563	0.47147274	1.4307324		AFFX-Scv2-r2-Bs-phe-M_at	0.2803853	0.4855597	1.3685565		AFFX-Scv2-r2-Ec-bioD-3_at	0.7417604	0.8502158	-1.002363		AFFX-Scv2-r2-Ec-bioD-3_at	0.2563346	0.5108927	-1.0673654		AFFX-Scv2-r2-Bs-phe-3_at	0.20019796	0.5363247	1.257508
AFFX-Scv2-r2-Bs-lys-M_at	0.27594933	0.52488565	1.530171		AFFX-Scv2-r2-Bs-phe-5_at	0.14707863	0.32674533	1.4587061		AFFX-Scv2-r2-Ec-bioC-5_at	0.01809874	0.062313493	-1.1593015		AFFX-Scv2-r2-Ec-bioC-5_at	0.52239496	0.7395689	-1.0696195		AFFX-Scv2-r2-Bs-lys-M_at	0.20331304	0.5392894	1.3173418
AFFX-Scv2-r2-Bs-lys-5_at	0.09026862	0.29051426	1.9214326		AFFX-Scv2-r2-Bs-phe-3_at	0.3097562	0.5146278	1.2430651		AFFX-Scv2-r2-Ec-bioC-3_at	0.023365544	0.07590329	-1.1284199		AFFX-Scv2-r2-Ec-bioC-3_at	0.8623936	0.9387779	-1.0261371		AFFX-Scv2-r2-Bs-lys-5_at	0.26580083	0.5850485	1.2933328
AFFX-Scv2-r2-Bs-lys-3_at	0.109396845	0.32385102	1.7706825		AFFX-Scv2-r2-Bs-lys-M_at	0.22685738	0.42941642	1.4801817		AFFX-Scv2-r2-Ec-bioB-M_at	0.009039206	0.036480732	-1.2827631		AFFX-Scv2-r2-Ec-bioB-M_at	0.21344541	0.46070144	-1.1663492		AFFX-Scv2-r2-Bs-lys-3_at	0.124619685	0.5033901	1.3616902
AFFX-Scv2-r2-Bs-dap-M_at	0.26961306	0.5199756	1.5901799		AFFX-Scv2-r2-Bs-lys-5_at	0.10332063	0.2622676	1.6847744		AFFX-Scv2-r2-Ec-bioB-5_at	0.001227185	0.008121882	-1.3101561		AFFX-Scv2-r2-Ec-bioB-5_at	0.024124034	0.11142326	-1.1251198		AFFX-Scv2-r2-Bs-dap-M_at	0.105296545	0.5033901	1.63288
AFFX-Scv2-r2-Bs-dap-5_at	0.23443931	0.48272404	1.9588554		AFFX-Scv2-r2-Bs-lys-3_at	0.06339334	0.19269146	1.5442984		AFFX-Scv2-r2-Ec-bioB-3_at	0.00507594	0.023424774	-1.2613138		AFFX-Scv2-r2-Ec-bioB-3_at	0.010014331	0.05793362	-1.2566081		AFFX-Scv2-r2-Bs-dap-5_at	0.15675318	0.5122696	1.9494169
AFFX-Scv2-r2-Bs-dap-3_at	0.16727933	0.40566877	1.6548456		AFFX-Scv2-r2-Bs-dap-M_at	0.5483683	0.71767	1.2936981		AFFX-Scv2-r2-Bs-thr-M_s_at	0.9936151	0.9955867	-1.0006137		AFFX-Scv2-r2-Bs-thr-M_s_at	0.5535001	0.7618114	1.0828226		AFFX-Scv2-r2-Bs-dap-3_at	0.16230951	0.51573706	1.4263206
AFFX-r2-TagQ-5_at	0.09628745	0.30044374	-1.1346833		AFFX-Scv2-r2-Bs-dap-5_at	0.7713634	0.871563	1.2283072		AFFX-Scv2-r2-Bs-thr-5_s_at	0.92535394	0.96071124	-1.0165484		AFFX-Scv2-r2-Bs-thr-5_s_at	0.6066599	0.7988647	1.1075001		AFFX-r2-TagQ-5_at	0.08569661	0.5033901	-1.1596339
AFFX-r2-TagQ-3_at	0.04189204	0.19408298	-1.0702806		AFFX-Scv2-r2-Bs-dap-3_at	0.30979276	0.5146278	1.4133083		AFFX-Scv2-r2-Bs-thr-3_s_at	0.8330364	0.90680563	1.009141		AFFX-Scv2-r2-Bs-thr-3_s_at	0.3565082	0.60401887	1.2435393		AFFX-r2-TagQ-3_at	0.6447688	0.83037144	-1.0304619
AFFX-r2-TagO-5_at	0.2077629	0.45403975	-1.1845189		AFFX-r2-TagQ-5_at	0.053282157	0.17244957	-1.222561		AFFX-Scv2-r2-Bs-phe-M_at	0.3740733	0.5714907	-1.0411855		AFFX-Scv2-r2-Bs-phe-M_at	0.55410075	0.76194954	1.1192846		AFFX-r2-TagO-5_at	0.19093822	0.53073055	-1.1895621
AFFX-r2-TagO-3_at	0.88652766	0.9460356	1.0091063		AFFX-r2-TagQ-3_at	0.18492584	0.3774681	-1.1351573		AFFX-Scv2-r2-Bs-phe-5_at	0.55033356	0.71860975	1.0551564		AFFX-Scv2-r2-Bs-phe-5_at	0.093101755	0.28164652	1.1198792		AFFX-r2-TagO-3_at	0.6969868	0.85721785	1.0390695
AFFX-r2-TagJ-5_at	0.33693165	0.58476824	-1.0797963		AFFX-r2-TagO-5_at	0.45974743	0.64589685	-1.1152825		AFFX-Scv2-r2-Bs-phe-3_at	0.81518245	0.8964792	-1.0209479		AFFX-Scv2-r2-Bs-phe-3_at	0.45372057	0.68912554	1.0852718		AFFX-r2-TagJ-5_at	0.52761394	0.76419777	1.0909384
AFFX-r2-TagJ-3_at	0.4749178	0.69834614	-1.1218277		AFFX-r2-TagO-3_at	0.005549189	0.04427856	-1.1809611		AFFX-Scv2-r2-Bs-lys-M_at	0.9015761	0.94745964	1.0111375		AFFX-Scv2-r2-Bs-lys-M_at	0.617546	0.80538404	-1.0636083		AFFX-r2-TagJ-3_at	0.36633635	0.6609571	-1.1187952
AFFX-r2-TagIN-M_at	0.8289728	0.91784465	1.0123318		AFFX-r2-TagJ-5_at	0.82947737	0.9073188	1.01631		AFFX-Scv2-r2-Bs-lys-5_at	0.52022886	0.6954203	1.0873908		AFFX-Scv2-r2-Bs-lys-5_at	0.63285536	0.81611836	1.0322555		AFFX-r2-TagIN-M_at	0.47203207	0.7311167	1.0362519
AFFX-r2-TagIN-5_at	0.38383162	0.62494224	-1.0963336		AFFX-r2-TagJ-3_at	0.75577587	0.86199194	1.044734		AFFX-Scv2-r2-Bs-lys-3_at	0.28809816	0.48642495	1.1292837		AFFX-Scv2-r2-Bs-lys-3_at	0.2875577	0.54423803	1.0585566		AFFX-r2-TagIN-5_at	0.027049765	0.5033901	-1.2628502
AFFX-r2-TagIN-3_at	0.45743552	0.68506765	-1.1269158		AFFX-r2-TagIN-M_at	0.3193269	0.52470005	-1.0636382		AFFX-Scv2-r2-Bs-dap-M_at	0.852297	0.91870403	1.0119004		AFFX-Scv2-r2-Bs-dap-M_at	0.1302987	0.3474709	1.1996881		AFFX-r2-TagIN-3_at	0.52890927	0.7648044	1.076419
AFFX-r2-TagH_at	0.45686272	0.68494576	-1.1264656		AFFX-r2-TagIN-5_at	0.9056138	0.94988906	1.0140301		AFFX-Scv2-r2-Bs-dap-5_at	0.60610527	0.76184934	-1.1464543		AFFX-Scv2-r2-Bs-dap-5_at	0.4263094	0.6675325	1.2632064		AFFX-r2-TagH_at	0.6198399	0.8187369	-1.0592043
AFFX-r2-TagG_at	0.20923644	0.45538425	-1.1472307		AFFX-r2-TagIN-3_at	0.71728164	0.8358645	-1.0436002		AFFX-Scv2-r2-Bs-dap-3_at	0.09816287	0.23391274	1.1108745		AFFX-Scv2-r2-Bs-dap-3_at	0.012663156	0.06888152	1.3353465		AFFX-r2-TagG_at	0.7876714	0.90329117	1.0417551
AFFX-r2-TagF_at	0.3225391	0.57112	-1.2496431		AFFX-r2-TagH_at	0.18458045	0.37712792	-1.1654639		AFFX-r2-TagQ-5_at	0.5590295	0.72502667	1.0810161		AFFX-r2-TagQ-5_at	0.65189105	0.8267027	-1.0618154		AFFX-r2-TagF_at	0.3407559	0.6442289	-1.0726293
AFFX-r2-TagD_at	0.7915125	0.89780235	-1.048314		AFFX-r2-TagG_at	0.118542895	0.28612196	-1.2074883		AFFX-r2-TagQ-3_at	0.15367255	0.31962955	1.1414456		AFFX-r2-TagQ-3_at	0.6249544	0.81071955	-1.0430069		AFFX-r2-TagD_at	0.5913105	0.8028049	-1.0944101
AFFX-r2-TagC_at	0.51859075	0.72954416	1.0819724		AFFX-r2-TagF_at	0.5288185	0.70304024	-1.1167872		AFFX-r2-TagO-5_at	0.5307114	0.70298356	1.0192468		AFFX-r2-TagO-5_at	0.84899217	0.9342385	-1.0048859		AFFX-r2-TagC_at	0.91254383	0.959213	1.0158898
AFFX-r2-TagB_at	0.08509728	0.28116965	-1.1692183		AFFX-r2-TagE_at	0.44267613	0.6316781	1.0440161		AFFX-r2-TagO-3_at	0.0807557	0.20273337	-1.1081988		AFFX-r2-TagO-3_at	0.15025388	0.37670767	-1.1622145		AFFX-r2-TagB_at	0.3837511	0.6721283	-1.0737789
AFFX-r2-TagA_at	0.91948897	0.96341634	1.0071205		AFFX-r2-TagD_at	0.27420083	0.47932705	-1.2411969		AFFX-r2-TagJ-5_at	0.33248165	0.5321265	1.1218834		AFFX-r2-TagJ-5_at	0.22854106	0.47817284	1.1719949		AFFX-r2-TagA_at	0.38870975	0.6751232	1.1076614
AFFX-r2-Sp-URA4-M_at	0.11132579	0.32625517	-1.1452605		AFFX-r2-TagC_at	0.9619751	0.97931695	-1.0057318		AFFX-r2-TagJ-3_at	0.9156433	0.95551467	-1.0110743		AFFX-r2-TagJ-3_at	0.42172697	0.6637811	1.085948		AFFX-r2-Sp-URA4-M_at	0.27801526	0.5948276	-1.1064184
AFFX-r2-Sp-URA4-3_at	0.90421146	0.95565116	1.0133909		AFFX-r2-TagB_at	0.4540152	0.6412467	-1.057964		AFFX-r2-TagIN-M_at	0.47468594	0.6588674	1.0701134		AFFX-r2-TagIN-M_at	0.7394362	0.8766282	-1.0363728		AFFX-r2-Sp-URA4-3_at	0.31835732	0.62671024	1.1353306
AFFX-r2-Sp-TFIID-M_at	0.11496888	0.331614	-1.1663289		AFFX-r2-TagA_at	0.68332076	0.8145469	-1.0391738		AFFX-r2-TagIN-5_at	0.5333421	0.7041251	1.0339757		AFFX-r2-TagIN-5_at	0.5181211	0.7376274	-1.0399219		AFFX-r2-Sp-TFIID-M_at	0.40217066	0.6842768	-1.1059661
AFFX-r2-Sp-TFIID-5_at	0.3027463	0.5510184	-1.1101838		AFFX-r2-Sp-URA4-M_at	0.24707966	0.45160058	1.0715922		AFFX-r2-TagIN-3_at	0.9216647	0.95886827	-1.0052941		AFFX-r2-TagIN-3_at	0.6451593	0.8233447	-1.0316128		AFFX-r2-Sp-TFIID-5_at	0.7986	0.9092254	-1.0249673
AFFX-r2-Sp-SRB4-M_at	0.070591584	0.2526598	-1.1758457		AFFX-r2-Sp-URA4-3_at	0.46391582	0.64916503	1.0962589		AFFX-r2-TagH_at	0.38875112	0.5845978	-1.0315752		AFFX-r2-TagH_at	0.74679404	0.8802559	-1.0234066		AFFX-r2-Sp-SRB4-M_at	0.020067135	0.5033901	-1.2168031
AFFX-r2-Sp-SRB4-5_at	0.5292293	0.73681426	1.0988178		AFFX-r2-Sp-TFIID-M_at	0.07896717	0.22100012	-1.2431116		AFFX-r2-TagG_at	0.3539081	0.55202794	1.0900518		AFFX-r2-TagG_at	0.77019876	0.89340115	1.0171307		AFFX-r2-Sp-SRB4-5_at	0.52884465	0.7648044	1.09635
AFFX-r2-Sp-RIP1-M_at	0.11736839	0.3340271	1.0928962		AFFX-r2-Sp-TFIID-5_at	0.58553797	0.74683285	-1.0592145		AFFX-r2-TagF_at	0.7115926	0.8328461	-1.0670642		AFFX-r2-TagF_at	0.5686505	0.7710898	-1.1185095		AFFX-r2-Sp-RIP1-M_at	0.4613331	0.72477233	-1.0484507
AFFX-r2-Sp-RIP1-5_at	0.9836865	0.99191546	-1.0014939		AFFX-r2-Sp-SRB4-M_at	0.31063226	0.515848	-1.052015		AFFX-r2-TagE_at	0.080073826	0.20162368	1.1472071		AFFX-r2-TagE_at	0.005243637	0.036267385	1.159168		AFFX-r2-Sp-RIP1-5_at	0.38395047	0.6721283	-1.0844054
AFFX-r2-Sp-RIP1-3_at	0.15551952	0.39156666	1.07199		AFFX-r2-Sp-SRB4-5_at	0.5731296	0.737696	1.0774733		AFFX-r2-TagD_at	0.56555784	0.7307184	1.0082572		AFFX-r2-TagD_at	0.94262403	0.97760326	-1.0045077		AFFX-r2-Sp-RIP1-3_at	0.8714827	0.9416336	1.0271177
AFFX-r2-Sp-GPD3-M_s_at	8.10E-04	0.0307625	-1.338938		AFFX-r2-Sp-RIP1-M_at	0.92585605	0.96035695	1.0050946		AFFX-r2-TagC_at	0.2018412	0.38588536	-1.0514857		AFFX-r2-TagC_at	0.11099051	0.3147131	-1.0674444		AFFX-r2-Sp-GPD3-M_s_at	0.26199156	0.5832429	-1.0786804
AFFX-r2-Sp-GPD3-M_at	0.025926007	0.14723994	-1.3867989		AFFX-r2-Sp-RIP1-5_at	0.31312433	0.5185309	-1.1027012		AFFX-r2-TagB_at	0.34626177	0.5456353	-1.127625		AFFX-r2-TagB_at	0.17334531	0.4080822	-1.1771563		AFFX-r2-Sp-GPD3-M_at	0.8296479	0.9221338	-1.0203897
AFFX-r2-Sp-GPD3-5_at	0.069410354	0.25017002	-1.1478742		AFFX-r2-Sp-RIP1-3_at	0.659682	0.7969199	-1.0188657		AFFX-r2-TagA_at	0.29767346	0.49686506	-1.0376773		AFFX-r2-TagA_at	0.42865095	0.66826534	-1.0275828		AFFX-r2-Sp-GPD3-5_at	0.7182686	0.8680237	-1.0210649
AFFX-r2-Sp-GPD3-3_s_at	0.008707915	0.08401985	-1.2920804		AFFX-r2-Sp-GPD3-M_s_at	0.03181858	0.12568548	-1.3167475		AFFX-r2-Sp-URA4-M_at	0.34751958	0.54690295	1.0951228		AFFX-r2-Sp-URA4-M_at	0.6717973	0.8390172	1.0371909		AFFX-r2-Sp-GPD3-3_s_at	0.7991452	0.9093765	-1.0202295
AFFX-r2-Sp-CC338.15-M_at	0.31229174	0.5616339	-1.0939592		AFFX-r2-Sp-GPD3-M_at	0.065584905	0.19659466	-1.3830537		AFFX-r2-Sp-URA4-5_at	0.3291671	0.5292244	1.0722129		AFFX-r2-Sp-URA4-5_at	0.6941813	0.85003275	1.0219225		AFFX-r2-Sp-CC338.15-M_at	0.8691277	0.9402044	1.0129446
AFFX-r2-Sp-CC338.15-5_at	0.34824964	0.59361833	1.1074027		AFFX-r2-Sp-GPD3-5_at	0.2988792	0.5038177	-1.1074802		AFFX-r2-Sp-URA4-3_at	0.82569045	0.90166146	-1.0247506		AFFX-r2-Sp-URA4-3_at	0.20740871	0.4533125	-1.1764144		AFFX-r2-Sp-CC338.15-5_at	0.79556817	0.90746087	-1.0224887
AFFX-r2-Sp-CC338.15-3_at	0.01833642	0.124649286	-1.2314436		AFFX-r2-Sp-GPD3-3_s_at	0.038756546	0.1429725	-1.2216103		AFFX-r2-Sp-TFIID-M_at	0.5745262	0.73748267	-1.0223694		AFFX-r2-Sp-TFIID-M_at	0.1303016	0.3474709	-1.0735334		AFFX-r2-Sp-CC338.15-3_at	0.2506712	0.57344574	-1.1478777
AFFX-r2-Sp-ACT1-M_at	0.120459646	0.33877552	-1.0424973		AFFX-r2-Sp-CC338.15-M_at	0.06430829	0.19415626	-1.2285242		AFFX-r2-Sp-TFIID-5_at	0.06747737	0.17769359	1.1579151		AFFX-r2-Sp-TFIID-5_at	0.028518006	0.12460806	1.2301929		AFFX-r2-Sp-ACT1-M_at	0.4138397	0.6904615	-1.0895518
AFFX-r2-Sp-ACT1-5_at	0.31834623	0.5672309	-1.1201808		AFFX-r2-Sp-CC338.15-5_at	0.04193629	0.15017273	-1.1538628		AFFX-r2-Sp-TFIID-3_at	0.5267757	0.7005013	-1.045897		AFFX-r2-Sp-TFIID-3_at	0.34044984	0.5911083	-1.0812804		AFFX-r2-Sp-ACT1-5_at	0.3554626	0.6543823	-1.1070988
AFFX-r2-Sp-ACT1-3_at	0.5555639	0.7543912	-1.0211923		AFFX-r2-Sp-CC338.15-3_at	0.011568845	0.067583516	-1.2858157		AFFX-r2-Sp-SRB4-M_at	0.6604928	0.7996926	1.033379		AFFX-r2-Sp-SRB4-M_at	0.10694097	0.30625024	1.2247002		AFFX-r2-Sp-ACT1-3_at	0.034631867	0.5033901	-1.1050628
AFFX-r2-Sp-5.8SrRNA_at	0.6710855	0.83005565	1.2350802		AFFX-r2-Sp-ACT1-M_at	0.58020437	0.74221987	-1.0412195		AFFX-r2-Sp-SRB4-5_at	0.39554107	0.59139043	-1.1075276		AFFX-r2-Sp-SRB4-5_at	0.77204084	0.8946832	-1.0250589		AFFX-r2-Sp-5.8SrRNA_at	0.1747796	0.5226485	1.9659189
AFFX-r2-Sp-28SrRNA-M_at	0.23556422	0.48362416	1.107458		AFFX-r2-Sp-ACT1-5_at	0.212452	0.41247842	-1.0618155		AFFX-r2-Sp-SRB4-3_at	0.84770393	0.9163618	-1.0154418		AFFX-r2-Sp-SRB4-3_at	0.29371095	0.5489436	1.1527551		AFFX-r2-Sp-28SrRNA-M_at	0.046009425	0.5033901	1.2844881
AFFX-r2-Sp-28SrRNA-5_at	0.34681073	0.5928275	-1.1355222		AFFX-r2-Sp-ACT1-3_at	0.3929665	0.5906593	1.04992		AFFX-r2-Sp-RIP1-M_at	0.42892435	0.6204723	-1.1029447		AFFX-r2-Sp-RIP1-M_at	0.3492587	0.59747946	-1.1253108		AFFX-r2-Sp-28SrRNA-5_at	0.5290608	0.7648044	-1.0538106
AFFX-r2-Sp-28SrRNA-3_at	0.03936946	0.18582839	1.2693732		AFFX-r2-Sp-5.8SrRNA_at	0.8615768	0.92533106	1.094266		AFFX-r2-Sp-RIP1-5_at	0.29977596	0.4985469	1.1315382		AFFX-r2-Sp-RIP1-5_at	0.082787775	0.26017714	1.058763		AFFX-r2-Sp-28SrRNA-3_at	0.20822723	0.5399769	-1.1177988
AFFX-r2-Sp-18SrRNA-M_at	0.7517544	0.8746005	1.0471232		AFFX-r2-Sp-28SrRNA-M_at	0.3584918	0.5599333	1.0544541		AFFX-r2-Sp-RIP1-3_at	0.13927159	0.29871637	-1.0452201		AFFX-r2-Sp-RIP1-3_at	0.4602732	0.694182	-1.040702		AFFX-r2-Sp-18SrRNA-M_at	0.07020931	0.5033901	1.1744488
AFFX-r2-Sp-18SrRNA-5_at	0.8023259	0.9024675	1.0210627		AFFX-r2-Sp-28SrRNA-5_at	0.9356894	0.9661711	-1.006832		AFFX-r2-Sp-GPD3-M_s_at	2.16E-04	0.002493528	-1.1920489		AFFX-r2-Sp-GPD3-M_s_at	0.019840743	0.09619328	-1.2527975		AFFX-r2-Sp-18SrRNA-5_at	0.13889578	0.5066349	1.0815066
AFFX-r2-Sp-18SrRNA-3_at	0.5447857	0.7474648	1.3838764		AFFX-r2-Sp-28SrRNA-3_at	0.18373607	0.37611455	1.1559983		AFFX-r2-Sp-GPD3-M_at	0.010784122	0.041672166	-1.462762		AFFX-r2-Sp-GPD3-M_at	0.005631786	0.0381262	-1.4257154		AFFX-r2-Sp-18SrRNA-3_at	0.026598774	0.5033901	2.0598497
AFFX-r2-Sc-WBP1-M_at	7.46E-05	0.018634412	1.298901		AFFX-r2-Sp-18SrRNA-M_at	0.88951975	0.9414767	-1.0397102		AFFX-r2-Sp-GPD3-5_at	0.1284421	0.2821337	-1.1865898		AFFX-r2-Sp-GPD3-5_at	0.13248071	0.35071445	-1.3045244		AFFX-r2-Sc-WBP1-M_at	0.8254975	0.92111605	-1.0051107
AFFX-r2-Sc-WBP1-5_at	0.009708185	0.08912424	1.2239176		AFFX-r2-Sp-18SrRNA-5_at	0.44585583	0.63406605	-1.1618652		AFFX-r2-Sp-GPD3-3_s_at	0.046253596	0.13216715	-1.2311779		AFFX-r2-Sp-GPD3-3_s_at	0.1758252	0.41103128	-1.1335976		AFFX-r2-Sc-WBP1-5_at	0.08063635	0.5033901	-1.079432
AFFX-r2-Sc-WBP1-3_at	0.03721604	0.18042807	1.1129541		AFFX-r2-Sp-18SrRNA-3_at	0.78663146	0.8827079	-1.1357362		AFFX-r2-Sp-CC338.15-M_at	0.0965842	0.23151396	-1.19001		AFFX-r2-Sp-CC338.15-M_at	0.002903009	0.024198385	-1.2968111		AFFX-r2-Sc-WBP1-3_at	0.48525217	0.7397611	1.0270681
AFFX-r2-Sc-URA3-M_at	4.09E-05	0.014831411	89.54648		AFFX-r2-Sc-WBP1-M_at	1.69E-05	0.003557618	1.9893309		AFFX-r2-Sp-CC338.15-5_at	0.37458187	0.5719479	1.0740107		AFFX-r2-Sp-CC338.15-5_at	0.8654992	0.94055045	1.0098741		AFFX-r2-Sc-URA3-M_at	0.16215251	0.51573706	-1.2448303
AFFX-r2-Sc-URA3-5_at	1.60E-04	0.022729293	170.50514		AFFX-r2-Sc-WBP1-5_at	2.92E-04	0.010312411	1.7714064		AFFX-r2-Sp-CC338.15-3_at	0.35802132	0.5557118	-1.1085681		AFFX-r2-Sp-CC338.15-3_at	0.33622092	0.58712405	1.0997994		AFFX-r2-Sc-URA3-5_at	0.64895266	0.8322803	-1.099201
AFFX-r2-Sc-URA3-3_at	8.87E-06	0.011609481	70.1253		AFFX-r2-Sc-WBP1-3_at	1.93E-05	0.003557618	1.5955662		AFFX-r2-Sp-ACT1-M_at	0.57996494	0.74121433	1.0406947		AFFX-r2-Sp-ACT1-M_at	0.8716473	0.94318676	1.016285		AFFX-r2-Sc-URA3-3_at	0.28072003	0.5965803	-1.1663816
AFFX-r2-Sc-TDH1-M_s_at	0.87412167	0.94009674	1.0038491		AFFX-r2-Sc-URA3-M_at	0.39132637	0.58938885	-1.1747729		AFFX-r2-Sp-ACT1-5_at	0.58337605	0.7438896	1.039822		AFFX-r2-Sp-ACT1-5_at	0.74985904	0.88199246	-1.0538495		AFFX-r2-Sc-TDH1-M_s_at	0.944891	0.97371554	1.0007603
AFFX-r2-Sc-TDH1-M_at	0.4510401	0.6804927	-1.3597609		AFFX-r2-Sc-URA3-5_at	0.42640245	0.61849374	-1.2190448		AFFX-r2-Sp-ACT1-3_at	0.4061398	0.60050726	1.0484647		AFFX-r2-Sp-ACT1-3_at	0.5427977	0.7557807	-1.093991		AFFX-r2-Sc-TDH1-M_at	0.19055192	0.5302187	1.415717
AFFX-r2-Sc-TDH1-5_at	0.5115285	0.7242419	-1.2243683		AFFX-r2-Sc-URA3-3_at	0.15016189	0.33121368	-1.1960979		AFFX-r2-Sp-5.8SrRNA_at	0.20474893	0.38967195	1.123434		AFFX-r2-Sp-5.8SrRNA_at	0.11152779	0.31541815	1.4412482		AFFX-r2-Sc-TDH1-5_at	0.2222025	0.5503528	1.1894225
AFFX-r2-Sc-TDH1-3_at	0.5342255	0.73991585	-1.1622903		AFFX-r2-Sc-TDH1-M_s_at	0.07007422	0.20510852	1.0434002		AFFX-r2-Sp-28SrRNA-M_at	0.35314927	0.55128145	1.0869738		AFFX-r2-Sp-28SrRNA-M_at	0.21741077	0.46594724	1.120514		AFFX-r2-Sc-TDH1-3_at	0.19751203	0.5341477	1.226472
AFFX-r2-Sc-SRB4-M_at	0.3898582	0.6301105	1.2844375		AFFX-r2-Sc-TDH1-M_at	5.17E-04	0.013999404	-3.0019622		AFFX-r2-Sp-28SrRNA-5_at	0.7060624	0.8293937	-1.0704756		AFFX-r2-Sp-28SrRNA-5_at	0.6717486	0.8390172	1.0605246		AFFX-r2-Sc-SRB4-M_at	0.045919854	0.5033901	-1.222814
AFFX-r2-Sc-SRB4-5_at	0.39406386	0.6334918	1.2864442		AFFX-r2-Sc-TDH1-5_at	6.50E-04	0.015780216	-2.1993177		AFFX-r2-Sp-28SrRNA-3_at	0.056080624	0.15437004	1.0963453		AFFX-r2-Sp-28SrRNA-3_at	0.032715548	0.1374531	1.1102209		AFFX-r2-Sc-SRB4-5_at	0.07897065	0.5033901	-1.2118398
AFFX-r2-Sc-SRB4-3_at	0.4452631	0.675959	1.1829327		AFFX-r2-Sc-TDH1-3_at	0.003826479	0.037266668	-1.9625983		AFFX-r2-Sp-18SrRNA-M_at	0.5008354	0.6790892	1.0541195		AFFX-r2-Sp-18SrRNA-M_at	0.7890046	0.9031363	1.0212988		AFFX-r2-Sc-SRB4-3_at	0.9525588	0.976949	-1.0035621
AFFX-r2-Sc-SPT15-M_at	0.82894224	0.91784465	-1.0106534		AFFX-r2-Sc-SRB4-M_at	0.001944754	0.026250124	1.7466642		AFFX-r2-Sp-18SrRNA-5_at	0.38710287	0.5829466	-1.0650115		AFFX-r2-Sp-18SrRNA-5_at	0.932041	0.9724407	1.0053661		AFFX-r2-Sc-SPT15-M_at	0.05264079	0.5033901	-1.1300662
