gene	LAB.A	LAB.B	med15.A	med15.B	WY7.A	WY7.B	WY15.A	WY15.B	WY23.A	WY23.B	
YJL106W	768	678	868	1052	580	483	806	851	570	563	
YJL105W	233	689	1478	1461	294	384	1239	150	685	577	
YJL104W	2404	2296	1930	2219	1514	1651	2710	2222	2136	2079	
YJL103C	2796	3432	3907	3133	2475	1711	2130	2317	1896	1933	
YJL102W	907	1384	1659	1683	795	662	948	634	736	776	
YJL101C	12882	13168	8994	9849	10694	11482	10321	11344	11228	11880	
YJL100W	3335	2862	3483	4054	2528	2423	2500	3368	2337	2504	
YJL099W	1759	1414	2324	2205	1017	999	1705	1628	1200	1234	
YJL098W	2880	3083	3463	3698	2047	1888	3040	2474	2353	2330	
YJL097W	1260	1584	1784	1809	998	1136	1657	1030	1391	1367	
YJL096W	1478	1358	1209	1366	1110	1067	1543	1576	1282	1221	
YJL095W	1699	1988	2276	2338	1312	1075	2030	1329	1569	1626	
YJL094C	4149	5841	5027	4693	4279	3576	3307	3482	3581	3461	
YJL093C	2853	2905	2982	2987	2291	2260	2682	2605	2354	2255	
YJL092W	640	665	1420	1555	481	411	719	654	634	614	
YJL091C	445	346	775	697	249	251	428	442	287	296	
YJL090C	1744	1998	3740	3369	1404	1391	1957	1651	1549	1423	
YJL089W	814	759	3056	2419	568	549	592	687	666	616	
YJL088W	6447	4821	2280	1647	3768	4726	10974	7213	9307	9042	
YJL087C	1672	1551	2010	1685	1179	1059	1762	1449	1402	1371	
YJL086C	38	34	34	22	21	30	28	39	35	31	
YJL085W	1967	1637	2054	2068	1259	1241	1805	1983	1463	1447	
YJL084C	7352	6831	8192	8172	5766	5215	6641	6552	5832	6057	
YJL083W	2052	2384	2613	1582	1877	1321	1763	1802	1416	1381	
YJL082W	9941	9287	6442	6960	7996	6613	7371	10100	7337	7478	
YJL081C	3153	2994	3062	3216	2127	2244	3250	2701	2591	2713	
YJL080C	1559	2475	2501	2622	1238	1185	2590	1389	1765	1695	
YJL079C	14427	21622	9858	10942	12681	12015	20226	11526	12619	15503	
YJL078C	1241	1884	2147	1631	1356	1444	2077	1032	1418	1544	
YJL077W-B	482	446	566	629	342	315	439	388	359	374	
YJL077C	213	121	113	66	139	167	185	251	148	167	
YJL077W-A	779	551	533	608	579	492	623	653	608	562	
YJL076W	5603	5239	10969	9276	3842	3705	5146	4789	4681	4352	
YJL075C	8	11	21	13	11	7	11	12	11	4	
YJL074C	1192	994	1993	1831	687	589	1250	992	898	792	
YJL073W	1551	1458	2617	2703	1106	1051	1647	1450	1387	1390	
YJL072C	3069	2382	2980	2740	2060	2273	3166	2955	2987	2879	
YJL071W	6630	5772	7962	7230	4680	4859	6341	5756	5770	5619	
YJL070C	2548	1588	2838	3143	1512	1609	1999	2906	1724	1930	
YJL069C	2467	2206	3274	3127	1718	1749	3391	2310	2310	2387	
YJL068C	3806	3535	4587	4734	2916	2770	3281	3497	3089	3187	
YJL067W	7	7	12	3	10	9	5	11	5	8	
YJL066C	5201	4577	7329	8834	3816	3974	4421	4692	3941	4552	
YJL065C	2133	1858	1811	1834	1565	1717	1881	2008	1698	1704	
YJL064W	13	7	22	5	7	7	3	8	5	2	
YJL063C	1699	1721	1418	1678	1190	1392	1515	1463	1242	1497	
YJL062W-A	1935	1686	2074	2097	1366	1483	1773	1716	1622	1712	
YJL062W	1827	1778	2889	2396	1324	1316	1883	1804	1516	1425	
YJL061W	2483	2499	2428	2228	1813	1667	2599	2134	2023	1946	
YJL060W	9374	5465	7916	7875	5992	8438	7476	10497	7941	8965	
YJL059W	853	568	1318	1385	561	560	747	965	616	611	
YJL058C	1247	1229	1810	1519	894	803	1203	1167	964	959	
YJL057C	2185	1731	2590	3459	1396	1457	1875	2513	1573	1823	
YJL056C	5564	3917	6880	7105	3485	4324	4738	3908	4457	4857	
YJL055W	9237	8168	5978	5705	6495	7327	8841	9040	8448	8752	
YJL054W	5290	5408	4693	4452	4082	4119	5553	4727	4867	4787	
YJL053W	2937	2521	3052	3339	2004	2012	2473	2810	2305	2272	
YJL052C-A	2	1	2	4	0	0	1	2	1	0	
YJL052W	114843	171974	41562	49128	120111	159126	163342	107862	134186	198770	
YJL051W	406	475	1645	1397	317	310	413	317	359	384	
YJL050W	4681	6059	4303	3385	3844	3287	5868	3611	4562	4134	
YJL049W	1608	1661	1806	1768	1194	897	1543	1664	1168	1239	
YJL048C	11914	11594	6569	6171	10966	10173	8295	10637	9597	9660	
YJL047C-A	46	32	46	53	18	24	62	40	27	25	
YJL047C	2638	2266	3283	3139	1784	1663	2421	2343	1916	1968	
YJL046W	2300	1952	2057	2203	1606	1487	2045	1977	1714	1708	
YJL045W	388	558	1368	1352	402	293	401	387	314	325	
YJL044C	4224	3935	4582	4446	3074	3034	3855	3828	3348	3588	
YJL043W	119	150	287	242	92	95	131	98	101	116	
YJL042W	5468	5588	5286	5687	4094	3649	5435	5267	4450	4729	
YJL041W	4055	3938	4172	4050	3060	3092	4236	3329	3563	3482	
YJL039C	1494	1638	2346	2121	1173	866	1780	1372	1216	1214	
YJL038C	54	91	145	120	59	41	72	85	61	62	
YJL037W	256	257	1852	1724	191	154	243	202	164	202	
YJL036W	4305	3952	3344	3881	2928	3007	3263	4164	3145	3438	
YJL035C	798	698	639	626	513	583	772	736	718	768	
YJL034W	9610	7878	11075	14088	6832	7865	9624	10062	8406	9728	
YJL033W	4165	4732	4538	4040	3292	3255	5047	3562	3977	3789	
YJL032W	0	3	2	1	2	1	0	1	3	1	
YJL031C	1570	1673	1992	2238	1122	1021	1557	1357	1151	1283	
YJL030W	1092	1101	1261	1269	809	810	1193	1092	979	964	
YJL029C	2098	2053	2885	2817	1579	1416	1944	2085	1611	1540	
YJL028W	11	28	47	39	16	21	26	13	19	15	
YJL027C	15	15	50	51	16	10	26	12	22	19	
YJL026W	7698	12118	10145	7701	7436	4968	8514	5614	6404	6631	
YJL026C-A	0	2	0	4	0	3	2	1	2	2	
YJL025W	1269	1508	1195	1143	1142	948	1551	1137	1039	1021	
YJL024C	1554	1369	1848	2023	957	990	1585	1313	1283	1205	
YJL023C	2731	3191	2518	2444	2398	1932	2539	2574	2274	2165	
YJL022W	71	94	142	183	47	32	54	73	44	43	
YJL020C	5629	4357	7326	8599	3790	3681	4676	5688	4067	4509	
YJL020W-A	2	1	5	4	2	0	0	4	0	2	
YJL019W	1144	1233	2906	2397	894	832	1123	938	945	944	
YJL016W	7614	11604	8393	7632	8879	8404	7427	7028	7432	7297	
YJL015C	3	3	2	0	5	2	2	2	1	0	
YJL014W	5924	6129	6583	6534	4348	4636	6543	5144	5531	5549	
YJL013C	2008	2138	2142	1562	1476	1341	1868	1714	1545	1472	
YJL012C	4226	4207	4998	5060	3072	2842	4756	3840	3453	3612	
YJL011C	561	548	677	731	376	445	725	467	511	497	
YJL010C	1817	1857	2175	2295	1395	1293	2117	1740	1618	1516	
YJL009W	1	1	1	1	4	1	2	3	0	0	
YJL008C	5601	5687	5820	5421	3965	4200	6162	4535	4899	5100	
YJL007C	0	0	0	2	0	0	0	1	0	0	
YJL006C	1165	1134	1221	1477	939	951	1314	1218	1092	1120	
YJL005W	5432	3806	5774	6100	3432	3489	4949	5251	4136	4653	
YJL004C	2438	2415	2462	2574	1952	1755	2284	2330	2044	1995	
YJL003W	1060	1151	1100	1273	873	740	1049	1060	906	950	
YJL002C	5028	4933	6593	6988	3702	4060	5394	4862	4558	5173	
YJL001W	4370	4249	4807	5302	2829	3141	4807	3866	3616	4094	
YJR001W	3413	2976	3837	3817	2306	2454	3285	3067	2802	2818	
YJR002W	4206	4679	4124	3842	3366	3321	4624	3289	3835	3661	
YJR003C	1812	1980	2663	2696	1443	1332	2165	1836	1722	1691	
YJR004C	2252	2061	3420	3269	1566	1457	2054	1790	1641	1723	
YJR005W	3094	3191	3185	2847	2200	2420	2549	2632	2340	2529	
YJR005C-A	9	15	40	43	15	8	19	14	9	8	
YJR006W	1716	1167	1984	2048	864	862	1507	1471	1110	1058	
YJR007W	4291	4350	5440	4736	3219	3244	4959	3787	4169	4090	
YJR008W	9016	7284	6511	7115	6523	7175	6699	8612	7568	7943	
YJR009C	16278	21887	11678	12140	12577	16096	28207	12924	18927	24259	
YJR010W	5085	5790	2014	1533	3725	4006	4731	4598	3655	3645	
YJR010C-A	699	554	498	549	479	542	690	620	630	717	
YJR011C	1116	959	1028	1177	796	689	1065	1101	787	786	
YJR012C	1113	1009	999	951	694	766	1008	1016	936	875	
YJR013W	1320	1263	1815	1643	940	947	1579	1317	1166	1146	
YJR014W	3991	3599	4260	4751	2957	3027	4430	3681	3487	3750	
YJR015W	1826	2224	3355	2776	1447	1460	1972	1472	1561	1596	
YJR016C	112791	113987	64134	62382	95141	101948	117945	110268	116571	119562	
YJR017C	3611	3399	3712	3978	2470	2536	3406	3121	2839	3200	
YJR018W	67	75	77	45	57	62	92	76	68	77	
YJR019C	2268	2589	3136	2894	1748	1575	2094	2079	1798	1776	
YJR020W	74	80	119	96	66	49	79	73	50	44	
YJR021C	1684	1499	1576	1824	1219	1246	1361	1598	1240	1274	
YJR022W	461	406	454	516	303	303	374	536	412	395	
YJR023C	2	3	4	3	4	1	6	3	1	3	
YJR024C	1560	1490	1427	1436	1171	1218	1774	1498	1408	1492	
YJR025C	16099	14397	9846	10375	11317	13474	14031	15025	14670	15073	
YJR030C	487	328	2047	2030	231	202	339	375	264	225	
YJR031C	1135	1159	2066	1971	766	615	1267	924	862	853	
YJR032W	1299	1105	1664	1685	812	884	1436	1123	1060	1031	
YJR033C	2560	2116	2511	2591	1668	1492	2231	2440	1712	1916	
YJR034W	913	755	705	737	627	512	797	791	671	722	
YJR035W	3694	2947	5370	5032	2309	1953	2940	3288	2579	2573	
YJR036C	1629	1117	1755	1796	979	839	1171	1513	1055	1083	
YJR037W	1	0	2	0	0	0	2	1	0	0	
YJR038C	8	9	11	14	13	7	5	6	6	3	
YJR039W	2528	1726	2841	3285	1610	1603	2229	2580	1879	1926	
YJR040W	1542	1467	2157	2122	1106	1026	1718	1611	1304	1327	
YJR041C	1575	2195	2387	1551	1429	929	1927	1221	1427	1212	
YJR042W	3174	3016	3218	2877	2071	2035	3112	2592	2356	2285	
YJR043C	697	678	1206	1439	384	417	937	819	613	666	
YJR044C	3728	3797	4589	4437	2825	2521	3200	3377	2823	2871	
YJR045C	18353	18712	26024	27994	14080	15765	15861	15304	15939	19126	
YJR046W	4346	3750	4059	4235	3287	3516	4544	4386	3881	4284	
YJR047C	492	1218	845	1338	552	736	1625	449	943	1095	
YJR048W	166	84	907	584	112	55	88	165	64	71	
YJR049C	4675	3850	6229	7214	3143	3295	4179	3904	3699	3906	
YJR050W	2829	2503	2189	2630	1780	1819	2564	2567	2234	2102	
YJR051W	3888	4041	3641	4058	2924	2961	3883	3158	3307	3560	
YJR052W	2984	2370	3594	4311	1722	2075	2971	3247	2518	2877	
YJR053W	236	226	325	313	124	142	257	211	154	161	
YJR054W	605	557	926	1079	350	397	962	681	631	673	
YJR055W	1162	1217	956	1063	738	824	1132	979	986	927	
YJR056C	2612	2629	2251	2600	1879	1985	2912	2454	2248	2373	
YJR057W	2022	1471	2153	2868	1444	1542	1655	2015	1619	1570	
YJR058C	2350	1881	1847	1962	1699	1656	2215	2377	2018	1933	
YJR059W	7542	5468	8476	11671	4963	5710	5705	8740	5524	6313	
YJR060W	3177	3266	2732	2285	2478	2222	2780	2644	2484	2263	
YJR061W	4419	6342	1715	1269	4831	3148	3081	3831	3719	3255	
YJR062C	3259	2538	2696	3000	1979	2099	2677	2789	2265	2428	
YJR063W	1035	884	1132	1388	696	819	1573	1037	1050	1015	
YJR064W	4870	4977	5757	6158	3587	3846	5363	4359	4390	4589	
YJR065C	6007	4879	7116	7789	4388	4598	4784	5539	4257	4759	
YJR066W	3570	2689	3902	3967	2057	2009	3242	3279	2425	2674	
YJR067C	1387	1333	1134	1057	956	974	1145	1214	1049	1040	
YJR068W	3949	3508	3753	3964	2915	3112	3930	3471	3373	3284	
YJR069C	771	752	1242	1328	508	579	1130	869	755	815	
YJR070C	2823	4096	3792	3717	2443	2660	5297	2379	3186	3082	
YJR071W	3	6	11	5	3	3	1	2	1	1	
YJR072C	2953	3431	3108	3455	2351	2592	3201	2472	2530	2860	
YJR073C	9840	9065	15402	14896	7954	7526	8710	9019	7600	8354	
YJR074W	1917	1965	1443	1619	1514	1325	1787	1741	1603	1484	
YJR075W	3566	3736	4689	5358	2780	2949	3927	3386	3239	3334	
YJR076C	2132	1843	2582	2631	1479	1372	1968	2068	1645	1691	
YJR077C	9348	10370	22340	20239	8135	7646	9823	8604	7516	8008	
YJR078W	3651	2892	6886	6871	1958	2282	3187	2974	2724	2882	
YJR079W	141	152	364	401	131	109	169	145	127	124	
YJR080C	2662	2229	3025	3332	1606	1871	2217	2380	2076	2106	
YJR082C	4395	3717	3993	4321	2988	3152	4251	3962	3735	3832	
YJR083C	1310	1191	1367	1357	848	780	1356	1317	994	922	
YJR084W	1537	1310	1462	1469	956	906	1620	1447	1105	1132	
YJR085C	4791	4038	5883	5588	3508	3664	4142	3889	3495	3901	
YJR086W	1382	1150	1139	1533	970	936	1229	1442	1090	1178	
YJR087W	230	257	223	237	153	147	158	241	207	216	
YJR088C	1530	1538	1658	1770	964	977	1764	1247	1224	1347	
YJR089W	3531	3272	3329	2948	2528	2289	3533	3482	2842	2777	
YJR090C	3903	3544	3849	3827	2585	2469	3551	3299	2986	2948	
YJR091C	7010	6470	8051	8607	5153	4940	5440	6364	5138	5431	
YJR092W	203	283	1386	1259	146	124	193	172	153	162	
YJR093C	4028	3756	3317	3337	2929	2861	3854	3732	3112	3308	
YJR094C	1371	1499	2924	2140	1045	936	1138	1200	1125	1095	
YJR094W-A	2289	3008	3517	3981	2162	2403	4432	2059	2589	2385	
YJR095W	155	224	1594	1128	130	111	123	120	120	101	
YJR096W	15668	11692	18394	23963	12573	16857	10527	15286	12755	15561	
YJR097W	747	591	804	964	480	549	878	749	666	675	
YJR098C	1036	879	1041	1018	639	700	1015	1008	861	854	
YJR099W	952	842	1157	1062	606	506	854	842	647	675	
YJR100C	1863	1832	2042	2020	1260	1288	1849	1842	1544	1436	
YJR101W	1598	1983	1676	1932	1342	1273	1828	1683	1495	1418	
YJR102C	1111	990	903	1037	682	599	1014	1150	790	802	
YJR103W	3615	4156	10081	10506	3078	2858	3363	3432	3190	3170	
YJR104C	37461	37848	20739	21382	34326	30548	33590	33084	30047	30936	
YJR105W	5684	7074	6028	5821	4734	4503	6073	4776	5092	5246	
YJR106W	1531	2051	2658	1853	1349	959	1309	1065	1182	1094	
YJR107W	704	747	1123	1089	535	471	628	656	600	592	
YJR108W	430	427	550	616	300	390	439	439	381	360	
YJR109C	38279	23958	17796	15469	24677	28245	41990	35684	40418	41287	
YJR110W	2471	2026	1908	2406	1639	1832	2564	2539	2128	2298	
YJR111C	7323	6622	5741	6229	5324	6900	8568	7136	8335	8636	
YJR112W	1498	1301	1167	1212	1006	1215	1826	1378	1315	1282	
YJR112W-A	1582	1158	1696	1739	1134	1229	1491	1403	1249	1288	
YJR113C	3612	5069	2224	2363	3421	2938	3684	3335	3034	3155	
YJR114W	7	13	20	10	7	5	0	8	10	8	
YJR115W	3788	5541	804	295	4877	3563	3352	2441	2376	2671	
YJR116W	1147	2267	1921	2251	1216	1500	1859	981	1571	1739	
YJR117W	2938	3255	3465	3369	2534	2262	2825	2931	2236	2456	
YJR118C	605	718	956	1035	372	516	723	636	554	543	
YJR119C	2715	3247	3794	3223	2123	1896	2929	2328	2194	2134	
YJR120W	685	592	1172	1133	568	556	682	674	533	643	
YJR121W	27949	26770	46502	48430	21463	20853	25509	24848	19182	22885	
YJR122W	2442	1917	3294	3389	1638	1663	2483	2269	1981	1994	
YJR123W	14078	21517	22753	24672	14106	14861	26322	13159	15486	16322	
YJR124C	1255	1406	1909	1996	1009	1119	1978	1280	1387	1327	
YJR125C	4415	3706	3712	3863	3197	3064	3741	4297	3115	3411	
YJR126C	6579	5496	6156	7354	4921	5172	6162	6592	5531	5821	
YJR127C	8311	8455	6980	7178	7356	8570	8351	8386	8490	9665	
YJR128W	13	3	230	222	6	7	5	7	4	5	
YJR129C	412	449	725	577	292	264	473	344	386	393	
YJR130C	15593	9649	12647	13149	8846	10439	12160	13075	12773	13439	
YJR131W	2052	1634	2769	2647	1420	1303	1820	1776	1513	1590	
YJR132W	2063	1915	3590	4243	1392	1469	2084	1941	1735	1681	
YJR133W	1455	1484	1242	1300	1027	964	1462	1435	1110	1061	
YJR134C	2760	2403	3121	3409	1824	1744	2517	2436	2064	2063	
YJR135C	753	657	744	714	473	580	729	599	571	638	
YJR135W-A	776	799	832	888	590	505	838	695	768	670	
YJR136C	1436	1526	2304	2280	1142	1140	1640	1370	1322	1313	
YJR137C	16135	13105	10477	9457	11436	12166	14015	14510	13374	12609	
YJR138W	4181	3663	3616	3577	2871	2464	3936	3697	3232	3036	
YJR139C	4156	4439	5740	5628	3161	3115	3990	3341	3202	3416	
YJR140C	1598	1587	2665	2228	989	943	1526	1261	1131	1144	
YJR140W-A	23	18	6	9	16	14	15	17	13	11	
YJR141W	1290	1151	1076	1148	1004	879	1387	1149	1080	1104	
YJR142W	1380	1309	1669	2192	878	924	1334	1288	1133	1180	
YJR143C	2228	2475	3538	3274	1747	1584	2684	1910	2000	1993	
YJR144W	2362	2417	2445	2817	1788	1911	2886	2293	2197	2148	
YJR145C	3859	6010	6281	7277	3949	4081	7726	3483	4298	4335	
YJR146W	48	56	117	89	23	25	31	25	34	44	
YJR147W	846	1083	2031	1642	689	713	1168	495	797	901	
YJR148W	10906	10801	8214	6130	8051	6136	12772	9513	8429	7327	
YJR149W	1955	1868	3475	3767	1503	1377	1996	1973	1525	1615	
YJR150C	463	3205	940	1418	1006	2049	6551	233	2536	2247	
YJR151C	1732	1605	2950	3431	1078	1191	2001	1574	1487	1599	
YJR151W-A	0	0	1	0	1	0	1	0	0	2	
YJR152W	7039	4350	2957	2906	3956	3083	6510	3928	4075	3377	
YJR153W	0	6	49	38	0	3	7	5	2	1	
YJR154W	6900	6644	9174	9370	3694	4861	9201	4301	7488	8080	
YJR155W	12668	11930	12993	14006	7884	9961	14686	8259	12945	13404	
YJR156C	661	1098	1986	2492	494	562	1141	620	1004	980	
YJR157W	17	10	21	28	12	11	17	13	10	12	
YJR158W	0	0	0	0	0	0	0	0	0	0	
YJR159W	1	0	0	0	0	0	0	0	0	0	
YJR160C	12	7	21	17	3	9	7	6	2	2	
YJR161C	455	409	858	864	309	316	321	357	336	357	
YJR162C	0	0	0	0	0	0	0	0	0	0	
YKL225W	0	0	0	0	0	0	0	0	0	0	
YKL224C	0	0	0	0	0	0	0	0	0	0	
YKL223W	0	0	0	0	0	0	0	0	0	0	
YKL222C	2072	2194	4286	3324	1440	1348	2060	1895	1721	1438	
YKL221W	462	558	1919	1272	335	247	332	404	354	247	
YKL220C	299	270	1062	870	197	197	241	274	180	234	
YKL219W	1763	1644	2399	2175	1467	1574	1837	1819	1727	1716	
YKL218C	10730	8157	9260	7166	7532	7987	8232	8854	8790	8696	
YKL217W	4444	5079	6806	5545	3764	2775	3014	3369	2820	2853	
YKL216W	2925	4597	3506	2763	2927	2254	3634	2244	2937	2735	
YKL215C	1656	1633	2829	2551	1189	840	1434	1284	1173	1121	
YKL214C	2027	1822	1998	2070	1436	1488	2020	1862	1690	1797	
YKL213C	4508	4100	4666	4786	3389	3184	3692	4409	3525	3646	
YKL212W	4051	4955	6249	6677	3476	3046	4414	3482	3726	3613	
YKL211C	9940	6719	13397	14436	6440	7956	9375	10150	9466	10044	
YKL210W	8935	9458	10167	10266	6934	6371	9410	7447	7451	8164	
YKL209C	1713	1495	2357	1901	1128	970	1364	1384	1180	1137	
YKL208W	1084	1058	1371	954	795	695	975	919	826	801	
YKL207W	5556	5014	5657	5358	4173	4220	5050	4840	4594	4880	
YKL206C	2245	2026	2180	2239	1665	1642	2234	2355	1948	1829	
YKL205W	3686	3451	4705	3571	2818	2841	3977	3110	3452	3153	
YKL204W	2815	2855	3230	3063	2128	1845	2731	2555	2302	2283	
YKL203C	3366	2921	3206	3220	2169	2186	3185	2945	2555	2900	
YKL202W	123	205	37	74	118	136	126	190	152	121	
YKL201C	7835	9265	3253	3879	6243	6509	6662	7747	5711	5717	
YKL198C	1438	2009	2165	1848	1257	985	1901	1436	1321	1428	
YKL197C	1858	1470	2501	2183	1088	887	1606	1507	1290	1262	
YKL196C	3933	4824	3632	3696	3089	3196	4565	3407	3670	3766	
YKL195W	5679	5754	3835	4788	3945	3683	4928	5289	4218	4261	
YKL194C	921	783	1239	1331	586	577	948	1169	725	706	
YKL193C	2125	1775	2826	3340	1485	1368	1484	2095	1410	1615	
YKL192C	4432	4255	6140	5536	3530	3439	4287	4402	3457	3801	
YKL191W	4731	4872	4769	4226	4055	3812	5463	4214	4279	4454	
YKL190W	3582	3502	3001	3634	2474	2528	3690	3458	3086	3215	
YKL189W	2557	2629	2521	2855	1970	1715	2174	2460	1833	1968	
YKL188C	4169	6666	4348	3830	4388	2081	2842	3154	2646	2213	
YKL187C	212	450	1323	1106	226	127	186	107	143	119	
YKL186C	1992	2341	2580	2414	1631	1539	2145	1861	1853	1924	
YKL185W	1937	3446	3238	3121	2180	1543	2266	1426	2069	2000	
YKL184W	1919	1869	3149	2689	1378	1244	1765	1541	1630	1717	
YKL183C-A	4	5	2	1	3	6	2	1	3	5	
YKL183W	2041	2273	1905	1667	1572	1634	2282	1764	1843	1963	
YKL182W	8744	20858	9626	12508	11970	11981	17558	6687	15437	14819	
YKL181W	6565	7643	8897	8348	5673	5152	8182	5724	5994	6133	
YKL180W	5830	8081	9900	10471	5676	5809	10152	5705	6053	6311	
YKL179C	2873	2745	2849	2613	1978	1938	2346	2457	2186	2151	
YKL178C	2606	2824	3466	2008	1904	2157	2489	2244	2644	2682	
YKL177W	18	31	132	93	15	18	25	26	15	15	
YKL176C	4980	5011	5618	5807	4038	3776	4822	4521	4385	4328	
YKL175W	6503	5348	7481	7771	4421	4945	5848	5287	4898	5468	
YKL174C	3857	4384	5976	4826	3234	3148	3414	3133	3605	3472	
YKL173W	3299	3568	4159	3727	2643	2300	3061	2589	2867	2528	
YKL172W	5331	5828	4924	5450	3868	4051	6593	4577	5057	5223	
YKL171W	2193	2846	2492	1641	1977	1452	1339	1614	1414	1434	
YKL170W	2306	2161	1937	2249	1531	1534	1984	2365	1786	1822	
YKL169C	9	17	55	53	15	6	10	17	7	5	
YKL168C	1939	1470	1760	2248	1236	1194	1497	2029	1245	1236	
YKL167C	2195	1822	1884	2128	1381	1320	2037	2194	1726	1735	
YKL166C	2222	2283	2550	2839	1661	1816	2394	1919	2027	2149	
YKL165C-A	197	137	198	170	117	115	207	132	127	129	
YKL165C	872	1286	3254	3591	686	555	1085	726	831	835	
YKL164C	13394	10248	7018	6648	9867	8772	10404	14484	10322	10962	
YKL163W	120118	93668	46918	55256	86568	89455	104351	123566	95983	105381	
YKL162C-A	167	171	339	371	105	84	155	128	137	135	
YKL162C	2317	2100	3025	3041	1592	1516	1725	2336	1445	1588	
YKL161C	1240	788	1700	1869	580	561	1083	1047	858	791	
YKL160W	3061	2632	2554	2571	1984	2103	2800	2899	2578	2273	
YKL159C	1154	1131	1299	1116	886	856	1079	935	852	932	
YKL157W	10958	9295	11470	12557	7982	7787	9932	10298	8767	9120	
YKL156W	7264	7796	7721	8366	5707	6607	9996	6709	7501	7810	
YKL156C-A	2	4	0	0	4	4	4	1	1	1	
YKL155C	4695	3653	3181	3099	3005	3226	5269	4824	4314	4407	
YKL154W	1245	1297	1182	1545	921	1086	1695	1363	1218	1282	
YKL153W	34	51	30	52	56	30	27	27	6	9	
YKL152C	75827	83338	31636	35276	62052	78076	97964	72443	78073	101926	
YKL151C	12053	8384	11293	12232	8372	10188	9631	13234	9160	10665	
YKL150W	38064	30271	28251	28724	25535	23904	28216	40241	26168	28653	
YKL149C	1832	1693	2051	2034	1431	1229	1718	1607	1454	1458	
YKL148C	9354	9471	12975	13654	7060	6343	8144	8841	6541	7284	
YKL147C	34	63	115	88	33	23	29	34	35	28	
YKL146W	4928	5003	7419	6519	3880	3676	4395	4443	3804	4055	
YKL145W	10698	10896	12416	13236	7680	8754	11970	9707	9686	10469	
YKL145W-A	0	0	0	0	0	0	0	0	0	0	
YKL144C	845	887	844	864	558	563	978	762	688	693	
YKL143W	2876	3543	2539	2270	2261	2120	3161	2269	2630	2507	
YKL142W	9429	6743	7682	8461	6473	7356	5973	8122	6204	6681	
YKL141W	8189	7569	9384	10142	5756	5664	6943	7144	5955	6232	
YKL140W	2116	2017	3018	3381	1536	1394	1832	2176	1618	1814	
YKL139W	2279	2297	2532	2766	1593	1508	2287	2038	1826	1934	
YKL138C-A	790	736	1021	1056	528	522	838	774	732	711	
YKL138C	1321	1363	1547	1952	862	936	1341	1212	1274	1206	
YKL137W	890	838	750	904	669	660	927	887	815	857	
YKL136W	44	61	44	64	41	40	60	57	39	55	
YKL135C	5669	4852	4952	4582	4120	3996	4764	4682	4144	4139	
YKL134C	1453	948	2007	1739	787	783	1256	1227	861	906	
YKL133C	1832	1545	2430	2640	1173	1131	1439	1820	1343	1298	
YKL132C	2044	2321	3637	3997	1793	1969	2218	2035	2264	2305	
YKL131W	10	15	22	20	11	13	8	9	6	6	
YKL130C	870	869	1024	1123	625	529	966	982	684	717	
YKL129C	3971	2539	4108	4940	2193	1983	2816	3528	2666	2810	
YKL128C	1836	1662	3107	3411	1287	1383	2037	1962	1769	1809	
YKL127W	395	425	443	362	323	250	276	386	277	291	
YKL126W	3582	4174	3753	3570	2982	2711	2938	3196	2844	2638	
YKL125W	2515	3084	4181	4215	2161	2277	2707	2670	2207	2284	
YKL124W	5183	4729	4913	4531	4005	3484	4314	4934	4012	3690	
YKL123W	488	494	519	529	396	329	442	566	440	440	
YKL122C	1941	2090	1982	2313	1410	1357	2065	1845	1858	1924	
YKL121W	1175	1328	1972	2216	1043	946	1158	889	919	859	
YKL120W	21445	15527	17089	21644	13440	19209	26535	26254	29399	30680	
YKL119C	591	385	889	993	321	332	523	493	407	419	
YKL118W	2	4	2	6	2	5	2	6	1	9	
YKL117W	6294	6614	8458	8792	4662	4381	5216	5008	4737	4950	
YKL116C	1497	1699	2491	2455	1215	967	1546	1439	1087	1171	
YKL115C	106	101	101	128	70	60	95	83	76	59	
YKL114C	2999	3124	4102	3457	2235	1759	2979	2712	2385	2302	
YKL113C	1250	1101	2111	2185	680	696	1306	1196	1024	995	
YKL112W	4323	3395	4575	4117	2906	2487	4143	4187	3068	2919	
YKL111C	5	12	3	5	5	0	6	9	8	8	
YKL110C	3028	3557	2557	2545	2930	2719	3829	2897	2612	2896	
YKL109W	12168	21684	6203	5656	14779	11203	9317	7643	7479	8066	
YKL108W	659	696	1197	1427	444	401	763	808	464	462	
YKL107W	233	180	450	514	194	184	202	227	140	150	
YKL106C-A	16	29	17	16	29	18	30	37	28	16	
YKL106W	3540	2187	6529	6451	2118	2810	4249	4174	3971	4298	
YKL105C	1954	1813	3174	3210	1253	1117	1946	1872	1466	1729	
YKL104C	6501	4238	7883	8524	3179	3245	5727	5897	4694	4856	
YKL103C	8987	5213	9531	11217	5318	5846	6411	8413	6739	8231	
YKL102C	6	11	12	16	6	3	1	6	5	2	
YKL101W	612	492	1600	1967	359	383	601	575	547	568	
YKL100C	7609	8211	7266	5369	6567	5434	6047	7088	5484	5624	
YKL100W-A	0	0	2	3	0	0	0	1	0	1	
YKL099C	2196	2101	1756	1751	1466	1599	2485	2025	1904	1902	
YKL098W	3207	3174	3229	3133	2453	2345	2629	2768	2339	2398	
YKL097C	20	23	59	33	13	7	14	19	18	10	
YKL096C-B	62	84	166	81	64	45	51	49	57	42	
